Days_since_launch,Total_Stock_Sold_Percentage,Alltime_Perday_View,Alltime_Perday_ATC,Alltime_Perday_Quantity
116,0.45,7.51,1.39,0.2
116,0.63,9.33,1.46,0.22
99,0.12,17.57,4.02,0.46
99,0.13,22.43,4.2,0.51
99,0.95,44.77,10,1.05
99,0.11,19.14,4.19,0.43
88,0.18,44.39,8.09,0.75
119,1.05,10.49,1.66,0.27
119,0.92,14.49,2.76,0.47
99,0.18,2.91,0.25,0.07
122,0.18,4.45,2.16,0.84
111,0.28,49.84,4.87,0.59
108,0.17,7.39,0.56,0.09
108,0.60,5.53,1.49,0.23
108,0.57,3.25,0.22,0.04
108,0.73,2.19,0.58,0.07
108,0.60,3.27,0.81,0.03
116,0.91,9.59,1.61,0.25
108,0.11,10.71,1.52,0.13
111,0.52,39.37,7.39,1.59
111,0.59,29.37,3.79,0.76
116,0.78,20.46,2.91,0.27
119,0.92,7,1.07,0.09
119,0.88,3.11,0.45,0.06
119,1.00,88.29,15.43,0.86
119,1.00,8.17,0.87,0.09
116,0.98,10.35,1.68,0.42
116,1.00,28.42,2.81,0.46
108,1.00,10.45,0.93,0.13
116,0.82,6.02,0.45,0.08
193,0.36,8.01,0.26,0.07
193,0.00,0.15,0.03,0
193,0.07,1.09,0.15,0.01
193,0.26,0.83,0.14,0.05
193,0.58,12.31,0.61,0.13
193,0.14,0.74,0.07,0.02
193,0.33,1.29,0.27,0.05
193,0.33,1.12,0.25,0.05
193,0.57,6.86,0.2,0.04
193,0.05,0.24,0.03,0.01
193,0.50,1.03,0.09,0.03
193,0.40,1,0.15,0.02
193,0.42,10.39,0.4,0.1
193,0.45,0.5,0.09,0.05
193,0.52,1.49,0.29,0.06
193,0.48,1.67,0.21,0.05
193,0.52,24.02,0.72,0.12
193,0.15,1.49,0.13,0.01
193,0.42,3.05,0.28,0.04
193,0.39,3.38,0.27,0.04
116,0.00,0,0,0
107,0.00,0,0,0
107,0.40,8.6,1.45,0.23
107,0.00,0,0,0
107,0.98,15.65,2.36,0.41
99,0.14,3.01,0.34,0.07
109,0.58,8.94,3.61,0.64
109,0.72,8.53,3.32,0.72
109,0.37,2.86,0.94,0.14
109,1.00,21.02,6.3,1.11
109,0.79,6.29,1.5,0.25
109,0.71,6.61,1.51,0.31
109,0.90,11.58,3.03,0.5
107,0.60,4.88,2.22,0.47
107,0.73,3.88,1.93,0.45
107,0.59,3.73,1.97,0.44
107,0.77,5.18,3.03,0.5
107,0.95,8.78,4.61,0.72
107,0.31,4.79,2.64,0.51
107,0.71,3.8,1.21,0.32
107,0.34,4.71,2.41,0.54
107,0.95,9.32,3.39,0.74
107,0.76,5.97,2.88,0.6
107,0.75,7,2.91,0.59
107,0.93,10.41,3.45,0.79
107,1.01,22.35,4.58,0.81
107,0.91,9.6,2.98,0.45
107,0.77,9.6,3.2,0.55
107,0.96,17.97,4.64,0.81
107,1.00,3.57,1.64,0.14
107,1.00,1.07,0.2,0.04
107,1.00,1.06,0.44,0.12
107,0.38,0.85,0.32,0.03
107,0.25,0.72,0.37,0.03
107,1.09,1.66,0.73,0.17
107,1.00,1.06,0.36,0.04
107,1.00,2.32,1.14,0.19
107,0.96,2.83,1.24,0.23
109,0.00,2.75,0.07,0
109,0.00,5.94,0.24,0
107,0.25,7.76,0.93,0.12
107,0.33,14.62,1.77,0.25
87,1.00,1.33,0.12,0.06
87,0.75,1.22,0.15,0.03
87,0.33,3.15,0.14,0.01
87,1.00,0.6,0.04,0.05
87,0.00,0.72,0.05,0
87,0.00,0.79,0.06,0
107,1.00,0.15,0.34,0.03
107,0.67,0.24,0.11,0.02
107,1.00,0.29,0.25,0.03
107,0.10,0.37,0.4,0.01
107,0.67,0.24,0.17,0.02
107,0.71,0.31,0.46,0.05
107,1.00,0.32,0.16,0.02
107,1.00,0.67,0.64,0.09
107,1.00,1.01,0.83,0.05
73,0.75,2.38,0.56,0.08
73,0.00,1.08,0.08,0
73,1.00,1.73,0.23,0.06
485,0.00,0.08,0.01,0
66,0.08,29.05,4.44,0.47
66,0.06,31.05,4.73,0.32
66,0.01,15.15,1.45,0.08
88,0.98,16.92,4.34,0.72
88,1.00,22.04,4.83,1.02
77,0.24,6.69,3.22,0.49
77,0.90,8.6,4.03,0.9
77,1.00,12.07,4.48,1.09
77,0.61,16.58,6.18,1.45
88,0.85,22.41,3.8,0.47
88,0.75,21.44,3.05,0.41
87,1.00,11.51,4.06,0.88
87,0.90,8.28,2.53,0.49
87,0.97,11.74,3.82,0.68
87,0.76,9.3,2.55,0.45
87,1.00,15.27,6.15,1.15
87,0.86,14.38,3.89,0.66
87,0.90,14.62,3.69,0.66
77,0.11,2.23,0.69,0.1
77,0.15,2.94,0.9,0.1
77,0.39,4.84,2.25,0.34
77,0.09,3.16,0.38,0.1
77,0.14,3.36,0.55,0.13
77,0.51,12.43,3.34,0.69
77,0.44,10.83,2.9,0.71
77,0.62,15.96,4.17,0.99
77,0.14,7.12,1.43,0.23
77,0.21,6.97,1.88,0.36
77,0.04,3.55,0.75,0.06
77,0.05,5.16,1.1,0.09
77,0.23,7.42,1.9,0.42
77,0.28,9.61,2.22,0.45
77,0.16,10.35,2,0.29
77,0.19,12.99,2.51,0.34
57,0.48,2.23,0.89,0.18
57,0.88,4.19,1.28,0.37
66,0.75,11.5,3.02,0.7
66,0.35,2.03,0.67,0.17
66,0.72,11.02,2.55,0.64
66,0.87,12.71,4.11,0.82
66,0.44,5.65,1.39,0.23
66,0.78,12.79,2.74,0.68
66,0.64,7.47,1.83,0.32
77,0.00,0,0,0
77,1.00,16.08,4.92,1.16
77,0.54,13.18,3.25,0.4
77,0.51,7.01,2.36,0.3
77,0.63,10.18,3.47,0.55
77,0.90,8.87,1.43,0.23
77,0.56,12.36,3.29,0.47
77,0.17,3.86,1.23,0.16
77,0.26,5.55,1.7,0.27
60,0.44,9.05,2.5,0.4
60,0.73,3.67,0.95,0.18
60,0.89,13.45,4.47,0.68
60,0.25,8.32,2.03,0.23
60,0.35,9.37,2.77,0.35
60,0.53,8.78,2.93,0.47
60,0.54,14.58,4.9,0.55
66,0.58,13.55,3.85,0.61
66,0.81,17.94,5.3,0.79
66,0.62,11.32,2.85,0.55
60,0.13,3.3,1.07,0.27
60,0.14,2.8,1.4,0.25
60,0.14,1.53,0.73,0.18
60,0.21,4.07,1.83,0.38
60,0.26,3.62,1.85,0.45
60,0.13,2.92,1.15,0.27
57,0.15,1.81,0.91,0.26
57,0.10,2.11,0.89,0.12
57,0.29,4.18,2.05,0.37
57,0.13,2.14,0.72,0.16
41,0.43,3,1.68,0.41
41,0.04,2.39,0.98,0.2
57,0.18,7.81,2.84,0.4
57,0.25,10.04,3.4,0.49
57,0.51,15.72,6.47,0.91
57,0.12,5.53,1.93,0.26
57,0.31,9.32,4.4,0.7
57,0.22,12.18,4.11,0.44
57,0.07,5.54,1.35,0.14
57,0.66,13.44,5.3,0.82
60,0.83,13.75,3.02,0.4
60,0.67,21.92,7.7,1.2
60,0.51,16.97,3.37,0.58
60,1.00,20.75,3.71,0.46
60,0.35,20.78,4.92,0.65
60,0.65,47.18,8.37,1.18
54,0.43,5.65,2.09,0.44
54,0.33,6.3,2.85,0.54
54,0.29,8.3,3.13,0.57
54,0.14,6.26,1.76,0.24
54,0.33,3.76,1.17,0.26
54,0.46,9.59,3.19,0.67
54,0.59,18.91,6.87,1.5
54,0.60,12.39,3.17,0.69
54,0.28,11.89,3.96,0.78
54,0.42,4.61,1.24,0.15
54,0.22,8.28,3.2,0.39
54,0.59,17.24,5.98,1.06
41,0.12,6.05,2.2,0.37
54,0.35,10.07,3.91,0.76
54,0.90,9.48,2.89,0.48
54,0.97,8.85,2.39,0.52
54,0.27,14.37,5.24,0.78
41,0.10,5.83,1.78,0.32
54,0.16,10.83,3.02,0.33
54,0.28,16.96,5.63,0.81
54,0.80,9.54,2.7,0.37
54,0.22,10.35,2,0.2
54,0.62,26.57,6.5,0.98
56,0.29,2.8,1.3,0.14
56,0.28,3.5,0.68,0.16
56,0.13,1.89,0.8,0.07
56,0.37,2.29,1.14,0.2
56,0.33,5.8,1.59,0.18
56,0.15,2.38,0.75,0.07
56,0.19,1.45,0.95,0.09
56,0.23,1.84,0.96,0.12
56,0.26,1.82,0.95,0.12
56,0.42,2.64,1.62,0.23
56,0.21,4.2,1.68,0.11
56,0.37,3.84,1.68,0.18
56,0.45,5.52,2.36,0.23
56,0.63,9.89,2.71,0.34
52,0.45,16.9,4.46,0.4
52,0.57,19.5,5.79,1.02
52,0.51,9.21,2.44,0.5
52,0.91,38.23,10.4,1.4
52,0.94,24.83,3.98,0.65
52,0.53,20.08,4.92,0.94
48,0.98,30.25,4.85,0.81
48,1.00,16.09,1.53,0.3
48,0.30,6.88,1.23,0.19
48,0.42,12.21,2,0.21
48,0.73,15.54,2.21,0.33
0,0.00,0,0,0
41,0.09,3.39,1.07,0.17
41,0.01,2.93,0.66,0.02
41,0.03,2.83,0.34,0.05
41,0.32,6.02,1.49,0.27
41,0.15,5.32,1.88,0.27
0,0.00,0,0,0
0,0.00,0,0,0
31,0.13,12.35,2.39,0.32
31,0.17,18.81,3.9,0.42
31,0.46,26.1,7.68,1.19
31,0.67,33.45,9.13,1.1
31,0.21,13.42,3.26,0.48
31,0.27,21.74,5.16,0.84
31,0.44,28.35,8.87,1.29
31,0.23,19.71,4.29,0.68
31,0.18,20.48,3.84,0.52
31,0.14,14.39,3.84,0.42
31,0.95,12.29,3.84,0.61
31,1.00,17,3.97,0.67
29,0.09,3.66,2.17,0.45
29,0.07,3.1,1.59,0.38
29,0.06,2.83,1.31,0.24
29,0.11,5.24,4.55,0.86
29,0.09,5.07,3.59,0.69
29,0.12,6.21,3.97,0.62
29,0.03,2.66,1.34,0.17
29,0.04,2.48,1.66,0.17
29,0.17,3.1,1.97,0.41
29,0.09,5.31,2.45,0.34
29,0.08,5.86,3.52,0.62
29,0.08,5.38,3.07,0.59
29,0.17,10.83,4.93,0.76
29,0.12,7.62,3.9,0.86
29,0.22,9.86,5.9,1.17
29,0.41,10.41,3.14,0.76
29,0.39,12.62,5.03,0.79
29,0.67,16.41,4.66,1
29,0.52,15.41,4.83,1.03
41,0.11,8.29,2.44,0.24
41,0.09,5.9,1.66,0.24
41,0.63,9.15,2.78,0.54
41,0.29,11.46,2.63,0.32
41,0.31,10.83,2.61,0.44
41,0.48,10.49,2.39,0.56
41,0.45,17.63,4.71,0.61
41,0.21,5.73,1.51,0.29
41,0.30,6,2.27,0.44
41,0.24,5.05,1.17,0.22
41,0.24,7.85,1.46,0.24
41,0.16,14.17,3,0.32
41,0.17,4.15,1.39,0.15
41,0.19,3.9,1.12,0.17
41,0.34,8.17,2.61,0.32
41,0.17,6.93,2.44,0.15
41,0.49,7.37,2.93,0.46
41,0.23,5.39,1.73,0.22
41,0.16,4.49,1.2,0.15
41,0.32,4.88,1.66,0.27
41,0.42,8.93,3.34,0.37
41,0.08,4.1,1.22,0.07
41,0.17,7.66,2.46,0.15
41,0.46,10.83,3,0.39
41,0.43,13.46,2.98,0.39
41,0.35,17.54,3.93,0.29
41,1.00,34.63,7.17,1
41,0.48,22.39,4.17,0.59
29,0.00,0.28,0.1,0
31,0.52,12.45,3.65,0.81
31,0.85,20.48,5.97,1.26
31,0.19,19.03,2.55,0.48
31,0.21,13,2.19,0.35
31,0.82,17.94,4.81,1.03
31,0.52,21.16,4.77,1.06
31,0.33,27.61,5.68,0.87
31,0.38,22.61,5.9,0.97
31,0.26,28.19,6.71,0.81
31,0.62,60.1,12.16,1.58
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
25,0.16,19.16,4.4,0.68
25,0.12,17.84,4.64,0.8
25,0.16,17.84,5.08,1
25,0.21,28.16,7.48,0.84
25,0.70,50.36,12.56,1.8
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
8,0.12,20.25,4.75,1.38
8,0.11,42.38,10,2
8,0.05,32.12,5.38,0.62
8,0.36,73.25,19.88,3.25
8,0.39,74.25,14.88,2.88
0,0.00,0,0,0
0,0.00,0,0,0
0,0.00,0,0,0
